Drug1,Drug2,Cell line,label
Venetoclax,AZD8186,NCI-H2087,0
Venetoclax,AZD8186,NCI-H2170,0
Venetoclax,AZD8186,NCI-H2228,1
Venetoclax,AZD8186,NCI-H226,0
Venetoclax,AZD8186,NCI-H2405,0
Venetoclax,AZD8186,NCI-H2452,1
Venetoclax,AZD8186,NCI-H28,0
Venetoclax,AZD8186,NCI-H358,0
Venetoclax,AZD8186,NCI-H441,0
Venetoclax,AZD8186,NCI-H446,1
Venetoclax,AZD8186,NCI-H524,0
Venetoclax,AZD8186,NCI-H526,1
Venetoclax,AZD8186,NCI-H596,0
Venetoclax,AZD8186,NCI-H69,1
Venetoclax,AZD8186,NCI-H716,0
Venetoclax,AZD8186,NCI-H727,0
Venetoclax,AZD8186,NCI-H82,0
Venetoclax,AZD8186,NCI-N87,0
Venetoclax,AZD8186,NMC-G1,0
Venetoclax,AZD8186,NUGC-4,1
Venetoclax,AZD8186,OCI-AML5,1
Venetoclax,AZD8186,OCI-M1,0
Venetoclax,AZD8186,OE33,0
Venetoclax,AZD8186,ONS-76,0
Venetoclax,AZD8186,OS-RC-2,0
Venetoclax,AZD8186,OVCAR-5,0
Venetoclax,AZD8186,OVCAR-8,0
Venetoclax,AZD8186,OVISE,0
Venetoclax,AZD8186,P12-ICHIKAWA,0
Venetoclax,AZD8186,PA-TU-8902,0
Venetoclax,AZD8186,PA-TU-8988T,1
Venetoclax,AZD8186,PF-382,1
Venetoclax,AZD8186,PSN1,0
Venetoclax,AZD8186,RCC10RGB,0
Venetoclax,AZD8186,RERF-GC-1B,0
Venetoclax,AZD8186,RERF-LC-KJ,0
Venetoclax,AZD8186,RERF-LC-Sq1,0
Venetoclax,AZD8186,RKO,0
Venetoclax,AZD8186,RL95-2,0
Venetoclax,AZD8186,RMG-I,0
Venetoclax,AZD8186,RPMI-8402,1
Venetoclax,AZD8186,RT-112,0
Venetoclax,AZD8186,RT4,0
Venetoclax,AZD8186,SCC-15,0
Venetoclax,AZD8186,SCC-4,0
Venetoclax,AZD8186,SCC-9,0
Venetoclax,AZD8186,SHP-77,1
Venetoclax,AZD8186,SJSA-1,0
Venetoclax,AZD8186,SK-CO-1,0
Venetoclax,AZD8186,SK-MEL-1,0
Venetoclax,AZD8186,SK-MEL-24,0
Venetoclax,AZD8186,SK-MES-1,1
Venetoclax,AZD8186,SK-N-DZ,1
Venetoclax,AZD8186,SK-N-FI,0
Venetoclax,AZD8186,SK-N-SH,1
Venetoclax,AZD8186,SN12C,0
Venetoclax,AZD8186,SNG-M,0
Venetoclax,AZD8186,SNU-1,0
Venetoclax,AZD8186,SNU-387,0
Venetoclax,AZD8186,SNU-398,0
Venetoclax,AZD8186,SNU-407,0
Venetoclax,AZD8186,SNU-5,1
Venetoclax,AZD8186,SNU-61,0
Venetoclax,AZD8186,SNU-C1,0
Venetoclax,AZD8186,ST486,0
Venetoclax,AZD8186,SU-DHL-10,1
Venetoclax,AZD8186,SU-DHL-5,1
Venetoclax,AZD8186,SUIT-2,0
Venetoclax,AZD8186,SUP-B15,0
Venetoclax,AZD8186,SUP-M2,1
Venetoclax,AZD8186,SW1417,0
Venetoclax,AZD8186,SW1463,0
Venetoclax,AZD8186,SW48,0
Venetoclax,AZD8186,SW948,0
Venetoclax,AZD8186,Saos-2,1
Venetoclax,AZD8186,SiHa,1
Venetoclax,AZD8186,TCCSUP,0
Venetoclax,AZD8186,TE-1,1
Venetoclax,AZD8186,TE-10,0
Venetoclax,AZD8186,TE-5,0
Venetoclax,AZD8186,TE-6,0
Venetoclax,AZD8186,TE-8,0
Venetoclax,AZD8186,TOV-112D,0
Venetoclax,AZD8186,TOV-21G,0
Venetoclax,AZD8186,TT,0
Venetoclax,AZD8186,UACC-257,0
Venetoclax,AZD8186,UACC-62,1
Venetoclax,AZD8186,UACC-812,0
Venetoclax,AZD8186,WSU-DLCL2,1
Venetoclax,AZD8186,YAPC,0
Venetoclax,AZD8186,YH-13,0
Venetoclax,Alisertib,42-MG-BA,1
Venetoclax,Alisertib,5637,0
Venetoclax,Alisertib,639-V,1
Venetoclax,Alisertib,769-P,1
Venetoclax,Alisertib,8-MG-BA,1
Venetoclax,Alisertib,8305C,0
Venetoclax,Alisertib,A172,0
Venetoclax,Alisertib,A2058,0
Venetoclax,Alisertib,A2780,0
Venetoclax,Alisertib,ACHN,1
Venetoclax,Alisertib,AGS,1
Venetoclax,Alisertib,ALL-SIL,1
Venetoclax,Alisertib,AU565,1
Venetoclax,Alisertib,AsPC-1,0
Venetoclax,Alisertib,BFTC-905,0
Venetoclax,Alisertib,BL-41,0
Venetoclax,Alisertib,BT-20,1
Venetoclax,Alisertib,BT-549,1
Venetoclax,Alisertib,C32,1
Venetoclax,Alisertib,CADO-ES1,1
Venetoclax,Alisertib,CAL-120,0
Venetoclax,Alisertib,CAL-51,1
Venetoclax,Alisertib,CAL-54,0
Venetoclax,Alisertib,CAL-78,0
Venetoclax,Alisertib,CCRF-CEM,0
Venetoclax,Alisertib,CFPAC-1,0
Venetoclax,Alisertib,CHP-212,0
Venetoclax,Alisertib,COLO-679,1
Venetoclax,Alisertib,COLO-680N,0
Venetoclax,Alisertib,COR-L105,0
Venetoclax,Alisertib,COR-L311,1
Venetoclax,Alisertib,COR-L88,1
Venetoclax,Alisertib,COR-L95,1
Venetoclax,Alisertib,Caov-3,0
Venetoclax,Alisertib,Caov-4,1
Venetoclax,Alisertib,DB,1
Venetoclax,Alisertib,DND-41,1
Venetoclax,Alisertib,Daoy,1
Venetoclax,Alisertib,Daudi,0
Venetoclax,Alisertib,EFM-192A,0
Venetoclax,Alisertib,EFO-21,0
Venetoclax,Alisertib,EJM,0
Venetoclax,Alisertib,EN,0
Venetoclax,Alisertib,EPLC-272H,1
Venetoclax,Alisertib,ESS-1,1
Venetoclax,Alisertib,FU97,0
Venetoclax,Alisertib,G-361,1
Venetoclax,Alisertib,GA-10,1
Venetoclax,Alisertib,GCT,0
Venetoclax,Alisertib,GDM-1,1
Venetoclax,Alisertib,GI-1,1
Venetoclax,Alisertib,HCC-15,0
Venetoclax,Alisertib,HCC-78,1
Venetoclax,Alisertib,HCC1143,1
Venetoclax,Alisertib,HCC1428,1
Venetoclax,Alisertib,HCC1500,1
Venetoclax,Alisertib,HCC1806,1
Venetoclax,Alisertib,HCC2157,1
Venetoclax,Alisertib,HCC38,0
Venetoclax,Alisertib,HCC70,1
Venetoclax,Alisertib,HGC-27,1
Venetoclax,Alisertib,HH,0
Venetoclax,Alisertib,HL-60,1
Venetoclax,Alisertib,HOS,0
Venetoclax,Alisertib,HPAC,0
Venetoclax,Alisertib,HSC-2,1
Venetoclax,Alisertib,HT-1080,1
Venetoclax,Alisertib,HT-1197,0
Venetoclax,Alisertib,HT-1376,0
Venetoclax,Alisertib,HT55,1
Venetoclax,Alisertib,HeLa,1
Venetoclax,Alisertib,HuH-7,0
Venetoclax,Alisertib,IGR-37,0
Venetoclax,Alisertib,IST-MES1,0
Venetoclax,Alisertib,J82,0
Venetoclax,Alisertib,JHH-6,0
Venetoclax,Alisertib,JIMT-1,0
Venetoclax,Alisertib,JJN-3,1
Venetoclax,Alisertib,JVM-3,1
Venetoclax,Alisertib,K-562,1
Venetoclax,Alisertib,KALS-1,0
Venetoclax,Alisertib,KARPAS-620,1
Venetoclax,Alisertib,KCL-22,1
Venetoclax,Alisertib,KE-37,0
Venetoclax,Alisertib,KLE,0
Venetoclax,Alisertib,KM-H2,1
Venetoclax,Alisertib,KM12,0
Venetoclax,Alisertib,KNS-62,0
Venetoclax,Alisertib,KOPN-8,1
Venetoclax,Alisertib,KP-2,0
Venetoclax,Alisertib,KS-1,1
Venetoclax,Alisertib,KURAMOCHI,0
Venetoclax,Alisertib,KYM-1,1
Venetoclax,Alisertib,KYSE-180,1
Venetoclax,Alisertib,KYSE-410,0
Venetoclax,Alisertib,KYSE-450,1
Venetoclax,Alisertib,L-363,0
Venetoclax,Alisertib,L-428,1
Venetoclax,Alisertib,L-540,1
Venetoclax,Alisertib,LK-2,0
Venetoclax,Alisertib,LN-18,1
Venetoclax,Alisertib,LN-229,0
Venetoclax,Alisertib,MCF7,1
Venetoclax,Alisertib,MDA-MB-157,1
Venetoclax,Alisertib,MDA-MB-175-VII,0
Venetoclax,Alisertib,MDA-MB-415,0
Venetoclax,Alisertib,MDA-MB-436,0
Venetoclax,Alisertib,MDA-MB-453,0
Venetoclax,Alisertib,ME-1,1
Venetoclax,Alisertib,MEG-01,1
Venetoclax,Alisertib,MEL-JUSO,0
Venetoclax,Alisertib,MFE-296,0
Venetoclax,Alisertib,MFE-319,0
Venetoclax,Alisertib,MHH-CALL-2,1
Venetoclax,Alisertib,MOLP-8,1
Venetoclax,Alisertib,MOLT-13,1
Venetoclax,Alisertib,MOLT-16,1
Venetoclax,Alisertib,MSTO-211H,1
Venetoclax,Alisertib,MV-4-11,1
Venetoclax,Alisertib,NALM-6,1
Venetoclax,Alisertib,NCI-H1155,1
Venetoclax,Alisertib,NCI-H1299,1
Venetoclax,Alisertib,NCI-H1341,1
Venetoclax,Alisertib,NCI-H1568,0
Venetoclax,Alisertib,NCI-H1573,0
Venetoclax,Alisertib,NCI-H1581,1
Venetoclax,Alisertib,NCI-H1650,0
Venetoclax,Alisertib,NCI-H1651,1
Venetoclax,Alisertib,NCI-H1666,0
Venetoclax,Alisertib,NCI-H1703,1
Venetoclax,Alisertib,NCI-H1781,0
Venetoclax,Alisertib,NCI-H1792,1
Venetoclax,Alisertib,NCI-H1876,1
Venetoclax,Alisertib,NCI-H1944,0
Venetoclax,Alisertib,NCI-H196,0
Venetoclax,Alisertib,NCI-H2009,1
Venetoclax,Alisertib,NCI-H2023,0
Venetoclax,Alisertib,NCI-H2066,1
Venetoclax,Alisertib,NCI-H209,1
Venetoclax,Alisertib,NCI-H2122,0
Venetoclax,Alisertib,NCI-H2170,0
Venetoclax,Alisertib,NCI-H23,1
Venetoclax,Alisertib,NCI-H2342,0
Venetoclax,Alisertib,NCI-H2347,0
Venetoclax,Alisertib,NCI-H28,0
Venetoclax,Alisertib,NCI-H3122,0
Venetoclax,Alisertib,NCI-H322M,0
Venetoclax,Alisertib,NCI-H446,0
Venetoclax,Alisertib,NCI-H520,0
Venetoclax,Alisertib,NCI-H522,1
Venetoclax,Alisertib,NCI-H596,0
Venetoclax,Alisertib,NCI-H650,0
Venetoclax,Alisertib,NCI-H661,0
Venetoclax,Alisertib,NCI-H747,1
Venetoclax,Alisertib,NCI-H810,1
Venetoclax,Alisertib,NCI-H82,1
Venetoclax,Alisertib,NOMO-1,1
Venetoclax,Alisertib,NUGC-3,1
Venetoclax,Alisertib,NUGC-4,0
Venetoclax,Alisertib,OCI-M1,1
Venetoclax,Alisertib,OCUM-1,1
Venetoclax,Alisertib,OE19,0
Venetoclax,Alisertib,ONS-76,0
Venetoclax,Alisertib,OPM-2,1
Venetoclax,Alisertib,OS-RC-2,0
Venetoclax,Alisertib,OVCAR-4,0
Venetoclax,Alisertib,OVCAR-5,0
Venetoclax,Alisertib,OVCAR-8,1
Venetoclax,Alisertib,P12-ICHIKAWA,0
Venetoclax,Alisertib,PA-TU-8902,0
Venetoclax,Alisertib,PA-TU-8988T,1
Venetoclax,Alisertib,PF-382,1
Venetoclax,Alisertib,RCC10RGB,0
Venetoclax,Alisertib,RCM-1,0
Venetoclax,Alisertib,RERF-LC-KJ,0
Venetoclax,Alisertib,RERF-LC-Sq1,0
Venetoclax,Alisertib,RH-41,1
Venetoclax,Alisertib,RMG-I,0
Venetoclax,Alisertib,RPMI-7951,1
Venetoclax,Alisertib,RPMI-8226,1
Venetoclax,Alisertib,RT4,1
Venetoclax,Alisertib,RVH-421,0
Venetoclax,Alisertib,Raji,0
Venetoclax,Alisertib,SCC-4,1
Venetoclax,Alisertib,SCC-9,0
Venetoclax,Alisertib,SF268,1
Venetoclax,Alisertib,SHP-77,1
Venetoclax,Alisertib,SJSA-1,0
Venetoclax,Alisertib,SK-CO-1,1
Venetoclax,Alisertib,SK-LMS-1,1
Venetoclax,Alisertib,SK-MEL-1,1
Venetoclax,Alisertib,SK-MES-1,0
Venetoclax,Alisertib,SK-N-DZ,1
Venetoclax,Alisertib,SK-N-FI,1
Venetoclax,Alisertib,SK-N-SH,1
Venetoclax,Alisertib,SN12C,0
Venetoclax,Alisertib,SNG-M,0
Venetoclax,Alisertib,SNU-16,0
Venetoclax,Alisertib,SNU-398,0
Venetoclax,Alisertib,SNU-407,0
Venetoclax,Alisertib,SNU-423,1
Venetoclax,Alisertib,SNU-C1,0
Venetoclax,Alisertib,SNU-C5,0
Venetoclax,Alisertib,SR,1
Venetoclax,Alisertib,SU-DHL-6,1
Venetoclax,Alisertib,SU-DHL-8,0
Venetoclax,Alisertib,SUIT-2,0
Venetoclax,Alisertib,SW1116,1
Venetoclax,Alisertib,SW1417,0
Venetoclax,Alisertib,SW1463,1
Venetoclax,Alisertib,SW948,0
Venetoclax,Alisertib,Saos-2,1
Venetoclax,Alisertib,SiHa,0
Venetoclax,Alisertib,TC-71,1
Venetoclax,Alisertib,TCCSUP,0
Venetoclax,Alisertib,TE-1,1
Venetoclax,Alisertib,TE-4,0
Venetoclax,Alisertib,TE-5,0
Venetoclax,Alisertib,TE-6,1
Venetoclax,Alisertib,TGBC11TKB,1
Venetoclax,Alisertib,TOV-112D,1
Venetoclax,Alisertib,TT,0
Venetoclax,Alisertib,UACC-257,0
Venetoclax,Alisertib,UACC-62,1
Venetoclax,Alisertib,UACC-812,0
Venetoclax,Alisertib,VMRC-RCZ,0
Venetoclax,Alisertib,WM-115,0
Venetoclax,Alisertib,WSU-DLCL2,1
Venetoclax,Alisertib,ZR-75-30,0
Venetoclax,Alisertib,huH-1,0
Venetoclax,Capivasertib,42-MG-BA,0
Venetoclax,Capivasertib,647-V,0
Venetoclax,Capivasertib,769-P,0
Venetoclax,Capivasertib,786-0,0
Venetoclax,Capivasertib,8505C,0
Venetoclax,Capivasertib,A101D,0
Venetoclax,Capivasertib,A172,0
Venetoclax,Capivasertib,A549,0
Venetoclax,Capivasertib,ACHN,0
Venetoclax,Capivasertib,AGS,0
Venetoclax,Capivasertib,AMO-1,0
Venetoclax,Capivasertib,AU565,1
Venetoclax,Capivasertib,AsPC-1,0
Venetoclax,Capivasertib,BFTC-909,0
Venetoclax,Capivasertib,BHT-101,0
Venetoclax,Capivasertib,BL-41,0
Venetoclax,Capivasertib,BT-549,0
Venetoclax,Capivasertib,BV-173,0
Venetoclax,Capivasertib,BxPC-3,0
Venetoclax,Capivasertib,CA46,0
Venetoclax,Capivasertib,CADO-ES1,0
Venetoclax,Capivasertib,CAL-120,0
Venetoclax,Capivasertib,CAL-33,1
Venetoclax,Capivasertib,CAL-51,0
Venetoclax,Capivasertib,CAL-54,0
Venetoclax,Capivasertib,CAL-85-1,0
Venetoclax,Capivasertib,CAMA-1,0
Venetoclax,Capivasertib,CAS-1,0
Venetoclax,Capivasertib,CFPAC-1,0
Venetoclax,Capivasertib,CHP-212,0
Venetoclax,Capivasertib,CL-11,0
Venetoclax,Capivasertib,COLO-679,0
Venetoclax,Capivasertib,COLO-680N,0
Venetoclax,Capivasertib,COR-L105,0
Venetoclax,Capivasertib,COR-L88,0
Venetoclax,Capivasertib,COR-L95,1
Venetoclax,Capivasertib,CW-2,0
Venetoclax,Capivasertib,Caov-3,0
Venetoclax,Capivasertib,Caov-4,0
Venetoclax,Capivasertib,DAN-G,0
Venetoclax,Capivasertib,DEL,0
Venetoclax,Capivasertib,DND-41,1
Venetoclax,Capivasertib,DU-145,0
Venetoclax,Capivasertib,EBC-1,0
Venetoclax,Capivasertib,EC-GI-10,0
Venetoclax,Capivasertib,ECC10,0
Venetoclax,Capivasertib,EFO-21,0
Venetoclax,Capivasertib,EJM,1
Venetoclax,Capivasertib,EKVX,0
Venetoclax,Capivasertib,EPLC-272H,0
Venetoclax,Capivasertib,ES-2,0
Venetoclax,Capivasertib,ESS-1,0
Venetoclax,Capivasertib,G-361,0
Venetoclax,Capivasertib,G-401,0
Venetoclax,Capivasertib,G-402,0
Venetoclax,Capivasertib,GCT,0
Venetoclax,Capivasertib,GDM-1,0
Venetoclax,Capivasertib,GI-1,0
Venetoclax,Capivasertib,HCC-15,0
Venetoclax,Capivasertib,HCC-78,0
Venetoclax,Capivasertib,HCC1187,0
Venetoclax,Capivasertib,HCC1428,0
Venetoclax,Capivasertib,HCC1500,1
Venetoclax,Capivasertib,HCC1806,0
Venetoclax,Capivasertib,HCC70,0
Venetoclax,Capivasertib,HCT-116,0
Venetoclax,Capivasertib,HCT-15,0
Venetoclax,Capivasertib,HL-60,1
Venetoclax,Capivasertib,HOP-62,0
Venetoclax,Capivasertib,HOP-92,0
Venetoclax,Capivasertib,HSC-2,0
Venetoclax,Capivasertib,HSC-3,0
Venetoclax,Capivasertib,HSC-4,0
Venetoclax,Capivasertib,HT-1376,0
Venetoclax,Capivasertib,HT-144,0
Venetoclax,Capivasertib,HT-29,0
Venetoclax,Capivasertib,HuCCT1,0
Venetoclax,Capivasertib,HuH-7,0
Venetoclax,Capivasertib,IA-LM,0
Venetoclax,Capivasertib,IST-MES1,0
Venetoclax,Capivasertib,J82,0
Venetoclax,Capivasertib,JHH-1,0
Venetoclax,Capivasertib,JHH-6,0
Venetoclax,Capivasertib,JHH-7,0
Venetoclax,Capivasertib,JIMT-1,0
Venetoclax,Capivasertib,K-562,0
Venetoclax,Capivasertib,KALS-1,0
Venetoclax,Capivasertib,KARPAS-422,1
Venetoclax,Capivasertib,KELLY,1
Venetoclax,Capivasertib,KG-1,1
Venetoclax,Capivasertib,KLE,0
Venetoclax,Capivasertib,KMRC-1,0
Venetoclax,Capivasertib,KMRC-20,0
Venetoclax,Capivasertib,KMS-12-BM,1
Venetoclax,Capivasertib,KP-3,0
Venetoclax,Capivasertib,KP-N-YN,0
Venetoclax,Capivasertib,KU-19-19,0
Venetoclax,Capivasertib,KYM-1,0
Venetoclax,Capivasertib,KYSE-140,0
Venetoclax,Capivasertib,KYSE-150,1
Venetoclax,Capivasertib,KYSE-410,0
Venetoclax,Capivasertib,KYSE-450,0
Venetoclax,Capivasertib,KYSE-520,0
Venetoclax,Capivasertib,L-363,1
Venetoclax,Capivasertib,L-428,0
Venetoclax,Capivasertib,L-540,0
Venetoclax,Capivasertib,LCLC-97TM1,0
Venetoclax,Capivasertib,LK-2,0
Venetoclax,Capivasertib,LN-18,0
Venetoclax,Capivasertib,LXF-289,0
Venetoclax,Capivasertib,LoVo,0
Venetoclax,Capivasertib,MCF7,1
Venetoclax,Capivasertib,MDA-MB-231,0
Venetoclax,Capivasertib,MDA-MB-361,1
Venetoclax,Capivasertib,MDA-MB-415,0
Venetoclax,Capivasertib,MEG-01,0
Venetoclax,Capivasertib,MEL-JUSO,0
Venetoclax,Capivasertib,MES-SA,0
Venetoclax,Capivasertib,MG-63,0
Venetoclax,Capivasertib,MHH-CALL-2,0
Venetoclax,Capivasertib,MHH-ES-1,0
Venetoclax,Capivasertib,MOLT-13,1
Venetoclax,Capivasertib,MOLT-16,1
Venetoclax,Capivasertib,MOLT-4,1
Venetoclax,Capivasertib,NALM-6,1
Venetoclax,Capivasertib,NCI-H1048,1
Venetoclax,Capivasertib,NCI-H1092,1
Venetoclax,Capivasertib,NCI-H1355,0
Venetoclax,Capivasertib,NCI-H1435,1
Venetoclax,Capivasertib,NCI-H1563,0
Venetoclax,Capivasertib,NCI-H1581,0
Venetoclax,Capivasertib,NCI-H1623,0
Venetoclax,Capivasertib,NCI-H1650,0
Venetoclax,Capivasertib,NCI-H1693,0
Venetoclax,Capivasertib,NCI-H1694,0
Venetoclax,Capivasertib,NCI-H1703,1
Venetoclax,Capivasertib,NCI-H1792,0
Venetoclax,Capivasertib,NCI-H1793,0
Venetoclax,Capivasertib,NCI-H1876,0
Venetoclax,Capivasertib,NCI-H196,0
Venetoclax,Capivasertib,NCI-H1975,0
Venetoclax,Capivasertib,NCI-H2009,0
Venetoclax,Capivasertib,NCI-H2085,0
Venetoclax,Capivasertib,NCI-H2087,0
Venetoclax,Capivasertib,NCI-H2122,1
Venetoclax,Capivasertib,NCI-H226,0
Venetoclax,Capivasertib,NCI-H23,0
Venetoclax,Capivasertib,NCI-H2342,0
Venetoclax,Capivasertib,NCI-H2452,0
Venetoclax,Capivasertib,NCI-H28,0
Venetoclax,Capivasertib,NCI-H3122,0
Venetoclax,Capivasertib,NCI-H441,0
Venetoclax,Capivasertib,NCI-H446,0
Venetoclax,Capivasertib,NCI-H520,0
Venetoclax,Capivasertib,NCI-H650,0
Venetoclax,Capivasertib,NCI-H661,0
Venetoclax,Capivasertib,NCI-H69,1
Venetoclax,Capivasertib,NCI-H747,0
Venetoclax,Capivasertib,NCI-H810,0
Venetoclax,Capivasertib,NCI-H82,0
Venetoclax,Capivasertib,NOMO-1,0
Venetoclax,Capivasertib,NUGC-4,0
Venetoclax,Capivasertib,OCI-AML2,1
Venetoclax,Capivasertib,OCUM-1,0
Venetoclax,Capivasertib,ONS-76,0
Venetoclax,Capivasertib,OPM-2,1
Venetoclax,Capivasertib,OVCAR-3,0
Venetoclax,Capivasertib,OVCAR-4,0
Venetoclax,Capivasertib,OVCAR-5,0
Venetoclax,Capivasertib,OVTOKO,0
Venetoclax,Capivasertib,P12-ICHIKAWA,1
Venetoclax,Capivasertib,PA-TU-8902,0
Venetoclax,Capivasertib,PC-3,0
Venetoclax,Capivasertib,PF-382,0
Venetoclax,Capivasertib,PSN1,0
Venetoclax,Capivasertib,RD,0
Venetoclax,Capivasertib,RERF-GC-1B,0
Venetoclax,Capivasertib,RERF-LC-KJ,0
Venetoclax,Capivasertib,RKN,0
Venetoclax,Capivasertib,RL95-2,0
Venetoclax,Capivasertib,RMG-I,0
Venetoclax,Capivasertib,RPMI-8402,0
Venetoclax,Capivasertib,RT-112,0
Venetoclax,Capivasertib,RT4,0
Venetoclax,Capivasertib,SCC-15,0
Venetoclax,Capivasertib,SCC-4,0
Venetoclax,Capivasertib,SCC-9,0
Venetoclax,Capivasertib,SHP-77,0
Venetoclax,Capivasertib,SJSA-1,0
Venetoclax,Capivasertib,SK-CO-1,0
Venetoclax,Capivasertib,SK-LMS-1,0
Venetoclax,Capivasertib,SK-MEL-1,0
Venetoclax,Capivasertib,SK-MEL-24,0
Venetoclax,Capivasertib,SK-N-AS,0
Venetoclax,Capivasertib,SK-N-DZ,0
Venetoclax,Capivasertib,SK-N-FI,1
Venetoclax,Capivasertib,SK-UT-1,1
Venetoclax,Capivasertib,SN12C,0
Venetoclax,Capivasertib,SNG-M,1
Venetoclax,Capivasertib,SNU-175,0
Venetoclax,Capivasertib,SNU-387,0
Venetoclax,Capivasertib,SNU-398,0
Venetoclax,Capivasertib,SNU-449,0
Venetoclax,Capivasertib,SNU-5,0
Venetoclax,Capivasertib,SNU-61,0
Venetoclax,Capivasertib,SU-DHL-10,0
Venetoclax,Capivasertib,SU-DHL-5,0
Venetoclax,Capivasertib,SU-DHL-6,1
Venetoclax,Capivasertib,SUP-B15,1
Venetoclax,Capivasertib,SUP-M2,0
Venetoclax,Capivasertib,SUP-T1,0
Venetoclax,Capivasertib,SW1463,0
Venetoclax,Capivasertib,SW48,0
Venetoclax,Capivasertib,SW620,0
Venetoclax,Capivasertib,Saos-2,0
Venetoclax,Capivasertib,T84,0
Venetoclax,Capivasertib,T98G,0
Venetoclax,Capivasertib,TE-1,0
Venetoclax,Capivasertib,TE-10,0
Venetoclax,Capivasertib,TE-15,0
Venetoclax,Capivasertib,TE-6,1
Venetoclax,Capivasertib,TE-8,0
Venetoclax,Capivasertib,TE-9,0
Venetoclax,Capivasertib,TOV-21G,0
Venetoclax,Capivasertib,TT,0
Venetoclax,Capivasertib,TT2609-C02,0
Venetoclax,Capivasertib,UACC-62,0
Venetoclax,Capivasertib,UACC-812,0
Venetoclax,Capivasertib,UM-UC-3,1
Venetoclax,Capivasertib,WM-115,0
Venetoclax,Capivasertib,WSU-DLCL2,1
Venetoclax,Capivasertib,YAPC,0
Venetoclax,Capivasertib,huH-1,0
Venetoclax,Lapatinib,769-P,1
Venetoclax,Lapatinib,A2780,0
Venetoclax,Lapatinib,BFTC-905,0
Venetoclax,Lapatinib,BL-41,1
Venetoclax,Lapatinib,BT-549,0
Venetoclax,Lapatinib,CAL-148,0
Venetoclax,Lapatinib,CAL-54,0
Venetoclax,Lapatinib,CAL-62,0
Venetoclax,Lapatinib,CCK-81,0
Venetoclax,Lapatinib,CCRF-CEM,1
Venetoclax,Lapatinib,CML-T1,1
Venetoclax,Lapatinib,COR-L279,0
Venetoclax,Lapatinib,COR-L95,0
Venetoclax,Lapatinib,Calu-3,0
Venetoclax,Lapatinib,DND-41,0
Venetoclax,Lapatinib,DU-145,0
Venetoclax,Lapatinib,ECC10,1
Venetoclax,Lapatinib,ESS-1,1
Venetoclax,Lapatinib,FU-OV-1,0
Venetoclax,Lapatinib,FU97,1
Venetoclax,Lapatinib,GI-1,1
Venetoclax,Lapatinib,H4,0
Venetoclax,Lapatinib,HARA,0
Venetoclax,Lapatinib,HCC1395,0
Venetoclax,Lapatinib,HCC38,0
Venetoclax,Lapatinib,HCC70,0
Venetoclax,Lapatinib,HH,0
Venetoclax,Lapatinib,HOS,0
Venetoclax,Lapatinib,HPAF-II,0
Venetoclax,Lapatinib,HT-29,0
Venetoclax,Lapatinib,HuCCT1,0
Venetoclax,Lapatinib,IA-LM,0
Venetoclax,Lapatinib,JHH-2,0
Venetoclax,Lapatinib,JHH-7,0
Venetoclax,Lapatinib,KALS-1,0
Venetoclax,Lapatinib,KARPAS-620,1
Venetoclax,Lapatinib,KELLY,1
Venetoclax,Lapatinib,KMRC-1,0
Venetoclax,Lapatinib,KU812,1
Venetoclax,Lapatinib,KURAMOCHI,0
Venetoclax,Lapatinib,KYSE-270,0
Venetoclax,Lapatinib,L-1236,0
Venetoclax,Lapatinib,L-363,0
Venetoclax,Lapatinib,LCLC-103H,0
Venetoclax,Lapatinib,MDA-MB-157,0
Venetoclax,Lapatinib,MDA-MB-175-VII,1
Venetoclax,Lapatinib,MDA-MB-231,0
Venetoclax,Lapatinib,ME-1,1
Venetoclax,Lapatinib,MFE-280,0
Venetoclax,Lapatinib,MG-63,1
Venetoclax,Lapatinib,MOLT-4,1
Venetoclax,Lapatinib,MONO-MAC-6,0
Venetoclax,Lapatinib,MSTO-211H,0
Venetoclax,Lapatinib,NAMALWA,0
Venetoclax,Lapatinib,NCI-H1299,0
Venetoclax,Lapatinib,NCI-H1355,0
Venetoclax,Lapatinib,NCI-H1648,1
Venetoclax,Lapatinib,NCI-H1651,0
Venetoclax,Lapatinib,NCI-H1703,1
Venetoclax,Lapatinib,NCI-H2009,0
Venetoclax,Lapatinib,NCI-H2023,0
Venetoclax,Lapatinib,NCI-H2085,0
Venetoclax,Lapatinib,NCI-H2342,0
Venetoclax,Lapatinib,NCI-H2452,0
Venetoclax,Lapatinib,NCI-H28,0
Venetoclax,Lapatinib,NCI-H441,0
Venetoclax,Lapatinib,NCI-H520,0
Venetoclax,Lapatinib,NCI-H522,0
Venetoclax,Lapatinib,NCI-H69,1
Venetoclax,Lapatinib,NCI-H810,0
Venetoclax,Lapatinib,NCI-H82,0
Venetoclax,Lapatinib,NOMO-1,1
Venetoclax,Lapatinib,OCI-AML2,1
Venetoclax,Lapatinib,OCI-AML3,1
Venetoclax,Lapatinib,OPM-2,1
Venetoclax,Lapatinib,OV-90,0
Venetoclax,Lapatinib,OVCAR-5,0
Venetoclax,Lapatinib,PSN1,0
Venetoclax,Lapatinib,RKN,0
Venetoclax,Lapatinib,RKO,0
Venetoclax,Lapatinib,RT-112,0
Venetoclax,Lapatinib,SCC-4,0
Venetoclax,Lapatinib,SCC-9,0
